Jahr,Note,Bundesland,Anzahl
2010,2.2,SH,447
2010,2.3,SH,574
2010,2.4,SH,612
2010,2.5,SH,626
2010,2.6,SH,648
2010,2.7,SH,655
2010,2.8,SH,702
2010,2.9,SH,643
2010,3,SH,681
2010,3.1,SH,589
2010,3.2,SH,577
2010,3.3,SH,514
2010,3.4,SH,389
2010,3.5,SH,321
2010,3.6,SH,174
2010,3.7,SH,64
2010,3.8,SH,21
2010,3.9,SH,5
2010,4,SH,4
2010,1,SL,45
2010,1.1,SL,24
2010,1.2,SL,34
2010,1.3,SL,52
2010,1.4,SL,56
2010,1.5,SL,67
2010,1.6,SL,84
2010,1.7,SL,94
2010,1.8,SL,124
2010,1.9,SL,134
2010,2,SL,134
2010,2.1,SL,139
2010,2.2,SL,184
2010,2.3,SL,166
2010,2.4,SL,195
2010,2.5,SL,195
2010,2.6,SL,202
2010,2.7,SL,206
2010,2.8,SL,200
2010,2.9,SL,156
2010,3,SL,200
2010,3.1,SL,170
2010,3.2,SL,160
2010,3.3,SL,132
2010,3.4,SL,80
2010,3.5,SL,63
2010,3.6,SL,13
2010,3.7,SL,5
2010,3.8,SL,1
2010,3.9,SL,0
2010,4,SL,0
2010,1,SN,72
2010,1.1,SN,47
2010,1.2,SN,93
2010,1.3,SN,134
2010,1.4,SN,166
2010,1.5,SN,192
2010,1.6,SN,233
2010,1.7,SN,319
2010,1.8,SN,319
2010,1.9,SN,389
2010,2,SN,383
2010,2.1,SN,414
2010,2.2,SN,465
2010,2.3,SN,502
2010,2.4,SN,530
2010,2.5,SN,492
2010,2.6,SN,506
2010,2.7,SN,494
2010,2.8,SN,518
2010,2.9,SN,465
2010,3,SN,480
2010,3.1,SN,491
2010,3.2,SN,403
2010,3.3,SN,319
2010,3.4,SN,216
2010,3.5,SN,110
2010,3.6,SN,52
2010,3.7,SN,19
2010,3.8,SN,2
2010,3.9,SN,2
2010,4,SN,3
2010,1,ST,40
2010,1.1,ST,41
2010,1.2,ST,60
2010,1.3,ST,77
2010,1.4,ST,85
2010,1.5,ST,112
2010,1.6,ST,129
2010,1.7,ST,147
2010,1.8,ST,148
2010,1.9,ST,146
2010,2,ST,163
2010,2.1,ST,199
2010,2.2,ST,221
2010,2.3,ST,227
2010,2.4,ST,231
2010,2.5,ST,254
2010,2.6,ST,272
2010,2.7,ST,268
2010,2.8,ST,311
2010,2.9,ST,291
2010,3,ST,269
2010,3.1,ST,302
2010,3.2,ST,275
2010,3.3,ST,256
2010,3.4,ST,157
2010,3.5,ST,109
2010,3.6,ST,50
2010,3.7,ST,9
2010,3.8,ST,1
2010,3.9,ST,0
2010,4,ST,0
2010,1,TH,121
2010,1.1,TH,109
2010,1.2,TH,126
2010,1.3,TH,153
2010,1.4,TH,192
2010,1.5,TH,216
2010,1.6,TH,266
2010,1.7,TH,266
2010,1.8,TH,276
2010,1.9,TH,300
2010,2,TH,315
2010,2.1,TH,319
2010,2.2,TH,333
2010,2.3,TH,395
2010,2.4,TH,318
2010,2.5,TH,372
2010,2.6,TH,331
2010,2.7,TH,364
2010,2.8,TH,321
2010,2.9,TH,291
2010,3,TH,256
2010,3.1,TH,275
2010,3.2,TH,223
2010,3.3,TH,155
2010,3.4,TH,118
2010,3.5,TH,81
2010,3.6,TH,27
2010,3.7,TH,15
2010,3.8,TH,2
2010,3.9,TH,0
2010,4,TH,0
2011,1,BB,136
2011,1.1,BB,95
2011,1.2,BB,128
2011,1.3,BB,166
2011,1.4,BB,166
2011,1.5,BB,175
2011,1.6,BB,205
2011,1.7,BB,274
2011,1.8,BB,276
2011,1.9,BB,298
2011,2,BB,314
2011,2.1,BB,332
2011,2.2,BB,352
2011,2.3,BB,356
2011,2.4,BB,324
2011,2.5,BB,394
2011,2.6,BB,367
2011,2.7,BB,431
2011,2.8,BB,376
2011,2.9,BB,376
2011,3,BB,357
2011,3.1,BB,323
2011,3.2,BB,317
2011,3.3,BB,248
2011,3.4,BB,161
2011,3.5,BB,102
2011,3.6,BB,45
2011,3.7,BB,12
2011,3.8,BB,4
2011,3.9,BB,1
2011,4,BB,0
2011,1,BE,169
2011,1.1,BE,109
2011,1.2,BE,147
2011,1.3,BE,221
2011,1.4,BE,226
2011,1.5,BE,305
2011,1.6,BE,309
2011,1.7,BE,393
2011,1.8,BE,431
2011,1.9,BE,485
2011,2,BE,505
2011,2.1,BE,571
2011,2.2,BE,604
2011,2.3,BE,630
2011,2.4,BE,732
2011,2.5,BE,722
2011,2.6,BE,715
2011,2.7,BE,757
2011,2.8,BE,773
2011,2.9,BE,705
2011,3,BE,681
2011,3.1,BE,627
2011,3.2,BE,550
2011,3.3,BE,466
2011,3.4,BE,298
2011,3.5,BE,180
2011,3.6,BE,85
2011,3.7,BE,25
2011,3.8,BE,7
2011,3.9,BE,0
2011,4,BE,0
2011,1,BW,658
2011,1.1,BW,430
2011,1.2,BW,587
2011,1.3,BW,774
2011,1.4,BW,931
2011,1.5,BW,1178
2011,1.6,BW,1367
2011,1.7,BW,1622
2011,1.8,BW,1803
2011,1.9,BW,2057
2011,2,BW,2127
2011,2.1,BW,2228
2011,2.2,BW,2495
2011,2.3,BW,2600
2011,2.4,BW,2647
2011,2.5,BW,2766
2011,2.6,BW,2752
2011,2.7,BW,2616
2011,2.8,BW,2705
2011,2.9,BW,2591
2011,3,BW,2418
2011,3.1,BW,2215
2011,3.2,BW,2067
2011,3.3,BW,1758
2011,3.4,BW,1374
2011,3.5,BW,903
2011,3.6,BW,473
2011,3.7,BW,162
2011,3.8,BW,26
2011,3.9,BW,3
2011,4,BW,0
2011,1,BY,924
2011,1.1,BY,704
2011,1.2,BY,1020
2011,1.3,BY,1396
2011,1.4,BY,1627
2011,1.5,BY,2072
2011,1.6,BY,2372
2011,1.7,BY,2899
2011,1.8,BY,3049
2011,1.9,BY,3577
2011,2,BY,3385
2011,2.1,BY,3872
2011,2.2,BY,4098
2011,2.3,BY,4116
2011,2.4,BY,4200
2011,2.5,BY,4235
2011,2.6,BY,4119
2011,2.7,BY,3966
2011,2.8,BY,3680
2011,2.9,BY,3515
2011,3,BY,3158
2011,3.1,BY,2725
2011,3.2,BY,2425
2011,3.3,BY,1956
2011,3.4,BY,1448
2011,3.5,BY,1026
2011,3.6,BY,631
2011,3.7,BY,378
2011,3.8,BY,107
2011,3.9,BY,44
2011,4,BY,26
2011,1,HB,58
2011,1.1,HB,36
2011,1.2,HB,44
2011,1.3,HB,76
2011,1.4,HB,69
2011,1.5,HB,72
2011,1.6,HB,99
2011,1.7,HB,93
2011,1.8,HB,118
2011,1.9,HB,114
2011,2,HB,137
2011,2.1,HB,151
2011,2.2,HB,125
2011,2.3,HB,139
2011,2.4,HB,145
2011,2.5,HB,170
2011,2.6,HB,157
2011,2.7,HB,180
2011,2.8,HB,194
2011,2.9,HB,158
2011,3,HB,185
2011,3.1,HB,172
2011,3.2,HB,160
2011,3.3,HB,143
2011,3.4,HB,121
2011,3.5,HB,74
2011,3.6,HB,34
2011,3.7,HB,16
2011,3.8,HB,7
2011,3.9,HB,1
2011,4,HB,3
2011,1,HE,318
2011,1.1,HE,260
2011,1.2,HE,328
2011,1.3,HE,385
2011,1.4,HE,474
2011,1.5,HE,597
2011,1.6,HE,668
2011,1.7,HE,798
2011,1.8,HE,849
2011,1.9,HE,881
2011,2,HE,946
2011,2.1,HE,1080
2011,2.2,HE,1105
2011,2.3,HE,1207
2011,2.4,HE,1200
2011,2.5,HE,1379
2011,2.6,HE,1320
2011,2.7,HE,1364
2011,2.8,HE,1316
2011,2.9,HE,1190
2011,3,HE,1165
2011,3.1,HE,1145
2011,3.2,HE,1026
2011,3.3,HE,795
2011,3.4,HE,602
2011,3.5,HE,431
2011,3.6,HE,216
2011,3.7,HE,103
2011,3.8,HE,18
2011,3.9,HE,3
2011,4,HE,0
2011,1,HH,95
2011,1.1,HH,69
2011,1.2,HH,88
2011,1.3,HH,108
2011,1.4,HH,144
2011,1.5,HH,185
2011,1.6,HH,209
2011,1.7,HH,214
2011,1.8,HH,272
2011,1.9,HH,325
2011,2,HH,320
2011,2.1,HH,315
2011,2.2,HH,318
2011,2.3,HH,394
2011,2.4,HH,413
2011,2.5,HH,440
2011,2.6,HH,440
2011,2.7,HH,442
2011,2.8,HH,459
2011,2.9,HH,457
2011,3,HH,449
2011,3.1,HH,420
2011,3.2,HH,394
2011,3.3,HH,304
2011,3.4,HH,258
2011,3.5,HH,158
2011,3.6,HH,95
2011,3.7,HH,31
2011,3.8,HH,9
2011,3.9,HH,1
2011,4,HH,0
2011,1,MV,46
2011,1.1,MV,35
2011,1.2,MV,51
2011,1.3,MV,57
2011,1.4,MV,76
2011,1.5,MV,102
2011,1.6,MV,94
2011,1.7,MV,100
2011,1.8,MV,123
2011,1.9,MV,129
2011,2,MV,159
2011,2.1,MV,140
2011,2.2,MV,175
2011,2.3,MV,175
2011,2.4,MV,156
2011,2.5,MV,190
2011,2.6,MV,201
2011,2.7,MV,189
2011,2.8,MV,186
2011,2.9,MV,174
2011,3,MV,178
2011,3.1,MV,167
2011,3.2,MV,137
2011,3.3,MV,129
2011,3.4,MV,81
2011,3.5,MV,41
2011,3.6,MV,21
2011,3.7,MV,14
2011,3.8,MV,1
2011,3.9,MV,0
2011,4,MV,0
2011,1,NI,288
2011,1.1,NI,234
2011,1.2,NI,342
2011,1.3,NI,473
2011,1.4,NI,641
2011,1.5,NI,818
2011,1.6,NI,888
2011,1.7,NI,1232
2011,1.8,NI,1307
2011,1.9,NI,1494
2011,2,NI,1641
2011,2.1,NI,1879
2011,2.2,NI,2062
2011,2.3,NI,2212
2011,2.4,NI,2411
2011,2.5,NI,2573
2011,2.6,NI,2860
2011,2.7,NI,2845
2011,2.8,NI,2995
2011,2.9,NI,3135
2011,3,NI,2961
2011,3.1,NI,2860
2011,3.2,NI,2648
2011,3.3,NI,2467
2011,3.4,NI,1978
2011,3.5,NI,1337
2011,3.6,NI,673
2011,3.7,NI,212
2011,3.8,NI,38
2011,3.9,NI,2
2011,4,NI,1
2011,1,NW,970
2011,1.1,NW,722
2011,1.2,NW,853
2011,1.3,NW,1168
2011,1.4,NW,1354
2011,1.5,NW,1717
2011,1.6,NW,2018
2011,1.7,NW,2227
2011,1.8,NW,2503
2011,1.9,NW,2694
2011,2,NW,2809
2011,2.1,NW,3143
2011,2.2,NW,3507
2011,2.3,NW,3605
2011,2.4,NW,3573
2011,2.5,NW,3945
2011,2.6,NW,4097
2011,2.7,NW,4384
2011,2.8,NW,4387
2011,2.9,NW,4111
2011,3,NW,4259
2011,3.1,NW,4072
2011,3.2,NW,4046
2011,3.3,NW,3628
2011,3.4,NW,2895
2011,3.5,NW,2478
2011,3.6,NW,1593
2011,3.7,NW,804
2011,3.8,NW,229
2011,3.9,NW,40
2011,4,NW,16
2011,1,RP,135
2011,1.1,RP,149
2011,1.2,RP,129
2011,1.3,RP,161
2011,1.4,RP,212
2011,1.5,RP,304
2011,1.6,RP,329
2011,1.7,RP,406
2011,1.8,RP,469
2011,1.9,RP,460
2011,2,RP,587
2011,2.1,RP,575
2011,2.2,RP,697
2011,2.3,RP,717
2011,2.4,RP,711
2011,2.5,RP,814
2011,2.6,RP,867
2011,2.7,RP,945
2011,2.8,RP,963
2011,2.9,RP,911
2011,3,RP,970
2011,3.1,RP,936
2011,3.2,RP,934
2011,3.3,RP,802
2011,3.4,RP,722
2011,3.5,RP,506
2011,3.6,RP,311
2011,3.7,RP,139
2011,3.8,RP,36
2011,3.9,RP,3
2011,4,RP,14
2011,1,SH,94
2011,1.1,SH,56
2011,1.2,SH,89
2011,1.3,SH,104
2011,1.4,SH,143
2011,1.5,SH,231
2011,1.6,SH,241
2011,1.7,SH,311
2011,1.8,SH,315
2011,1.9,SH,400
2011,2,SH,388
2011,2.1,SH,476
2011,2.2,SH,581
2011,2.3,SH,583
2011,2.4,SH,610
2011,2.5,SH,694
2011,2.6,SH,649
2011,2.7,SH,667
2011,2.8,SH,692
2011,2.9,SH,662
2011,3,SH,604
2011,3.1,SH,601
2011,3.2,SH,527
2011,3.3,SH,385
2011,3.4,SH,338
2011,3.5,SH,191
2011,3.6,SH,92
2011,3.7,SH,40
2011,3.8,SH,10
2011,3.9,SH,1
2011,4,SH,10
2011,1,SL,47
2011,1.1,SL,31
2011,1.2,SL,40
2011,1.3,SL,57
2011,1.4,SL,66
2011,1.5,SL,62
2011,1.6,SL,96
2011,1.7,SL,96
2011,1.8,SL,105
2011,1.9,SL,131
2011,2,SL,130
2011,2.1,SL,158
2011,2.2,SL,148
2011,2.3,SL,174
2011,2.4,SL,208
2011,2.5,SL,173
2011,2.6,SL,184
2011,2.7,SL,194
2011,2.8,SL,211
2011,2.9,SL,186
2011,3,SL,191
2011,3.1,SL,176
2011,3.2,SL,141
2011,3.3,SL,120
2011,3.4,SL,76
2011,3.5,SL,38
2011,3.6,SL,22
2011,3.7,SL,8
2011,3.8,SL,0
2011,3.9,SL,0
2011,4,SL,0
2011,1,SN,85
2011,1.1,SN,68
2011,1.2,SN,66
2011,1.3,SN,130
2011,1.4,SN,143
2011,1.5,SN,199
2011,1.6,SN,210
2011,1.7,SN,254
2011,1.8,SN,302
2011,1.9,SN,333
2011,2,SN,341
2011,2.1,SN,364
2011,2.2,SN,423
2011,2.3,SN,369
2011,2.4,SN,438
2011,2.5,SN,441
2011,2.6,SN,474
2011,2.7,SN,413
2011,2.8,SN,437
2011,2.9,SN,418
2011,3,SN,427
2011,3.1,SN,368
2011,3.2,SN,341
2011,3.3,SN,277
2011,3.4,SN,172
2011,3.5,SN,126
2011,3.6,SN,42
2011,3.7,SN,10
2011,3.8,SN,2
2011,3.9,SN,0
2011,4,SN,0
2011,1,ST,48
2011,1.1,ST,38
2011,1.2,ST,57
2011,1.3,ST,60
2011,1.4,ST,78
2011,1.5,ST,109
2011,1.6,ST,125
2011,1.7,ST,138
2011,1.8,ST,141
2011,1.9,ST,167
2011,2,ST,174
2011,2.1,ST,195
2011,2.2,ST,216
2011,2.3,ST,210
2011,2.4,ST,209
2011,2.5,ST,213
2011,2.6,ST,242
2011,2.7,ST,229
2011,2.8,ST,252
2011,2.9,ST,236
2011,3,ST,240
2011,3.1,ST,262
2011,3.2,ST,219
2011,3.3,ST,191
2011,3.4,ST,121
2011,3.5,ST,92
2011,3.6,ST,39
2011,3.7,ST,8
2011,3.8,ST,0
2011,3.9,ST,0
2011,4,ST,0
2011,1,TH,118
2011,1.1,TH,98
2011,1.2,TH,122
2011,1.3,TH,140
2011,1.4,TH,176
2011,1.5,TH,192
2011,1.6,TH,211
2011,1.7,TH,242
2011,1.8,TH,237
2011,1.9,TH,275
2011,2,TH,271
2011,2.1,TH,273
2011,2.2,TH,283
2011,2.3,TH,270
2011,2.4,TH,275
2011,2.5,TH,275
2011,2.6,TH,268
2011,2.7,TH,231
2011,2.8,TH,243
2011,2.9,TH,192
2011,3,TH,170
2011,3.1,TH,142
2011,3.2,TH,119
2011,3.3,TH,92
2011,3.4,TH,64
2011,3.5,TH,37
2011,3.6,TH,10
2011,3.7,TH,4
2011,3.8,TH,0
2011,3.9,TH,0
2011,4,TH,0
2012,1,BB,186
2012,1.1,BB,124
2012,1.2,BB,178
2012,1.3,BB,198
2012,1.4,BB,268
2012,1.5,BB,297
2012,1.6,BB,330
2012,1.7,BB,366
2012,1.8,BB,420
2012,1.9,BB,466
2012,2,BB,454
2012,2.1,BB,493
2012,2.2,BB,517
2012,2.3,BB,538
2012,2.4,BB,538
2012,2.5,BB,558
2012,2.6,BB,521
2012,2.7,BB,543
2012,2.8,BB,529
2012,2.9,BB,489
2012,3,BB,462
2012,3.1,BB,417
2012,3.2,BB,339
2012,3.3,BB,266
2012,3.4,BB,171
2012,3.5,BB,79
2012,3.6,BB,38
2012,3.7,BB,7
2012,3.8,BB,0
2012,3.9,BB,1
2012,4,BB,0
2012,1,BE,234
2012,1.1,BE,186
2012,1.2,BE,282
2012,1.3,BE,314
2012,1.4,BE,420
2012,1.5,BE,439
2012,1.6,BE,559
2012,1.7,BE,631
2012,1.8,BE,691
2012,1.9,BE,798
2012,2,BE,743
2012,2.1,BE,924
2012,2.2,BE,890
2012,2.3,BE,973
2012,2.4,BE,1012
2012,2.5,BE,978
2012,2.6,BE,1042
2012,2.7,BE,1046
2012,2.8,BE,1070
2012,2.9,BE,986
2012,3,BE,816
2012,3.1,BE,845
2012,3.2,BE,690
2012,3.3,BE,571
2012,3.4,BE,429
2012,3.5,BE,222
2012,3.6,BE,105
2012,3.7,BE,43
2012,3.8,BE,20
2012,3.9,BE,6
2012,4,BE,0
2012,1,BW,1056
2012,1.1,BW,683
2012,1.2,BW,946
2012,1.3,BW,1267
2012,1.4,BW,1603
2012,1.5,BW,1877
2012,1.6,BW,2229
2012,1.7,BW,2492
2012,1.8,BW,2861
2012,1.9,BW,3179
2012,2,BW,3256
2012,2.1,BW,3462
2012,2.2,BW,3797
2012,2.3,BW,4123
2012,2.4,BW,4041
2012,2.5,BW,4236
2012,2.6,BW,4116
2012,2.7,BW,4142
2012,2.8,BW,3925
2012,2.9,BW,3715
2012,3,BW,3516
2012,3.1,BW,3308
2012,3.2,BW,2918
2012,3.3,BW,2592
2012,3.4,BW,1972
2012,3.5,BW,1308
2012,3.6,BW,632
2012,3.7,BW,211
2012,3.8,BW,44
2012,3.9,BW,4
2012,4,BW,2
2012,1,BY,553
2012,1.1,BY,424
2012,1.2,BY,542
2012,1.3,BY,734
2012,1.4,BY,967
2012,1.5,BY,1136
2012,1.6,BY,1269
2012,1.7,BY,1475
2012,1.8,BY,1763
2012,1.9,BY,1946
2012,2,BY,1966
2012,2.1,BY,2191
2012,2.2,BY,2298
2012,2.3,BY,2342
2012,2.4,BY,2459
2012,2.5,BY,2470
2012,2.6,BY,2339
2012,2.7,BY,2345
2012,2.8,BY,2288
2012,2.9,BY,2022
2012,3,BY,1829
2012,3.1,BY,1631
2012,3.2,BY,1357
2012,3.3,BY,983
2012,3.4,BY,731
2012,3.5,BY,439
2012,3.6,BY,167
2012,3.7,BY,82
2012,3.8,BY,26
2012,3.9,BY,11
2012,4,BY,12
2012,1,HB,76
2012,1.1,HB,50
2012,1.2,HB,68
2012,1.3,HB,81
2012,1.4,HB,95
2012,1.5,HB,93
2012,1.6,HB,126
2012,1.7,HB,148
2012,1.8,HB,140
2012,1.9,HB,137
2012,2,HB,177
2012,2.1,HB,193
2012,2.2,HB,199
2012,2.3,HB,236
2012,2.4,HB,176
2012,2.5,HB,264
2012,2.6,HB,206
2012,2.7,HB,235
2012,2.8,HB,237
2012,2.9,HB,208
2012,3,HB,240
2012,3.1,HB,201
2012,3.2,HB,227
2012,3.3,HB,151
2012,3.4,HB,141
2012,3.5,HB,99
2012,3.6,HB,54
2012,3.7,HB,19
2012,3.8,HB,4
2012,3.9,HB,0
2012,4,HB,0
2012,1,HE,375
2012,1.1,HE,268
2012,1.2,HE,333
2012,1.3,HE,436
2012,1.4,HE,558
2012,1.5,HE,675
2012,1.6,HE,769
2012,1.7,HE,774
2012,1.8,HE,941
2012,1.9,HE,1019
2012,2,HE,1080
2012,2.1,HE,1099
2012,2.2,HE,1216
2012,2.3,HE,1262
2012,2.4,HE,1271
2012,2.5,HE,1312
2012,2.6,HE,1349
2012,2.7,HE,1316
2012,2.8,HE,1336
2012,2.9,HE,1401
2012,3,HE,1286
2012,3.1,HE,1189
2012,3.2,HE,1040
2012,3.3,HE,886
2012,3.4,HE,702
2012,3.5,HE,494
2012,3.6,HE,278
2012,3.7,HE,110
2012,3.8,HE,15
2012,3.9,HE,6
2012,4,HE,0
2012,1,HH,113
2012,1.1,HH,90
2012,1.2,HH,107
2012,1.3,HH,123
2012,1.4,HH,173
2012,1.5,HH,196
2012,1.6,HH,205
2012,1.7,HH,269
2012,1.8,HH,287
2012,1.9,HH,334
2012,2,HH,361
2012,2.1,HH,365
2012,2.2,HH,364
2012,2.3,HH,404
2012,2.4,HH,407
2012,2.5,HH,473
2012,2.6,HH,467
2012,2.7,HH,479
2012,2.8,HH,445
2012,2.9,HH,476
2012,3,HH,439
2012,3.1,HH,418
2012,3.2,HH,371
2012,3.3,HH,334
2012,3.4,HH,255
2012,3.5,HH,157
2012,3.6,HH,82
2012,3.7,HH,40
2012,3.8,HH,0
2012,3.9,HH,2
2012,4,HH,2
2012,1,MV,49
2012,1.1,MV,30
2012,1.2,MV,50
2012,1.3,MV,61
2012,1.4,MV,79
2012,1.5,MV,91
2012,1.6,MV,105
2012,1.7,MV,105
2012,1.8,MV,130
2012,1.9,MV,142
2012,2,MV,159
2012,2.1,MV,157
2012,2.2,MV,180
2012,2.3,MV,162
2012,2.4,MV,180
2012,2.5,MV,209
2012,2.6,MV,192
2012,2.7,MV,225
2012,2.8,MV,202
2012,2.9,MV,183
2012,3,MV,193
2012,3.1,MV,169
2012,3.2,MV,164
2012,3.3,MV,133
2012,3.4,MV,97
2012,3.5,MV,50
2012,3.6,MV,20
2012,3.7,MV,8
2012,3.8,MV,0
2012,3.9,MV,1
2012,4,MV,0
2012,1,NI,178
2012,1.1,NI,134
2012,1.2,NI,184
2012,1.3,NI,248
2012,1.4,NI,387
2012,1.5,NI,488
2012,1.6,NI,565
2012,1.7,NI,625
2012,1.8,NI,802
2012,1.9,NI,899
2012,2,NI,994
2012,2.1,NI,1184
2012,2.2,NI,1326
2012,2.3,NI,1494
2012,2.4,NI,1572
2012,2.5,NI,1707
2012,2.6,NI,1910
2012,2.7,NI,2027
2012,2.8,NI,2139
2012,2.9,NI,2272
2012,3,NI,2102
2012,3.1,NI,2217
2012,3.2,NI,2074
2012,3.3,NI,1847
2012,3.4,NI,1558
2012,3.5,NI,1040
2012,3.6,NI,500
2012,3.7,NI,171
2012,3.8,NI,33
2012,3.9,NI,5
2012,4,NI,0
2012,1,NW,1160
2012,1.1,NW,837
2012,1.2,NW,1092
2012,1.3,NW,1324
2012,1.4,NW,1558
2012,1.5,NW,1980
2012,1.6,NW,2222
2012,1.7,NW,2427
2012,1.8,NW,2895
2012,1.9,NW,2927
2012,2,NW,3199
2012,2.1,NW,3423
2012,2.2,NW,3707
2012,2.3,NW,3839
2012,2.4,NW,3849
2012,2.5,NW,4400
2012,2.6,NW,4433
2012,2.7,NW,4421
2012,2.8,NW,4618
2012,2.9,NW,4395
2012,3,NW,4247
2012,3.1,NW,4139
2012,3.2,NW,4046
2012,3.3,NW,3599
2012,3.4,NW,2997
2012,3.5,NW,2559
2012,3.6,NW,1701
2012,3.7,NW,807
2012,3.8,NW,252
2012,3.9,NW,30
2012,4,NW,9
2012,1,RP,163
2012,1.1,RP,112
2012,1.2,RP,160
2012,1.3,RP,185
2012,1.4,RP,238
2012,1.5,RP,288
2012,1.6,RP,351
2012,1.7,RP,417
2012,1.8,RP,492
2012,1.9,RP,498
2012,2,RP,628
2012,2.1,RP,647
2012,2.2,RP,703
2012,2.3,RP,799
2012,2.4,RP,827
2012,2.5,RP,813
2012,2.6,RP,934
2012,2.7,RP,933
2012,2.8,RP,1014
2012,2.9,RP,902
2012,3,RP,936
2012,3.1,RP,989
2012,3.2,RP,947
2012,3.3,RP,831
2012,3.4,RP,681
2012,3.5,RP,497
2012,3.6,RP,282
2012,3.7,RP,145
2012,3.8,RP,29
2012,3.9,RP,6
2012,4,RP,9
2012,1,SH,99
2012,1.1,SH,77
2012,1.2,SH,113
2012,1.3,SH,140
2012,1.4,SH,155
2012,1.5,SH,208
2012,1.6,SH,251
2012,1.7,SH,296
2012,1.8,SH,360
2012,1.9,SH,390
2012,2,SH,450
2012,2.1,SH,455
2012,2.2,SH,516
2012,2.3,SH,528
2012,2.4,SH,571
2012,2.5,SH,657
2012,2.6,SH,682
2012,2.7,SH,679
2012,2.8,SH,716
2012,2.9,SH,697
2012,3,SH,673
2012,3.1,SH,649
2012,3.2,SH,554
2012,3.3,SH,490
2012,3.4,SH,344
2012,3.5,SH,213
2012,3.6,SH,83
2012,3.7,SH,40
2012,3.8,SH,11
2012,3.9,SH,0
2012,4,SH,8
2012,1,SL,40
2012,1.1,SL,34
2012,1.2,SL,55
2012,1.3,SL,55
2012,1.4,SL,72
2012,1.5,SL,77
2012,1.6,SL,85
2012,1.7,SL,94
2012,1.8,SL,109
2012,1.9,SL,135
2012,2,SL,140
2012,2.1,SL,163
2012,2.2,SL,167
2012,2.3,SL,204
2012,2.4,SL,162
2012,2.5,SL,191
2012,2.6,SL,197
2012,2.7,SL,222
2012,2.8,SL,214
2012,2.9,SL,185
2012,3,SL,212
2012,3.1,SL,177
2012,3.2,SL,158
2012,3.3,SL,129
2012,3.4,SL,90
2012,3.5,SL,51
2012,3.6,SL,19
2012,3.7,SL,2
2012,3.8,SL,0
2012,3.9,SL,0
2012,4,SL,0
2012,1,SN,67
2012,1.1,SN,75
2012,1.2,SN,97
2012,1.3,SN,126
2012,1.4,SN,172
2012,1.5,SN,209
2012,1.6,SN,242
2012,1.7,SN,289
2012,1.8,SN,311
2012,1.9,SN,367
2012,2,SN,349
2012,2.1,SN,371
2012,2.2,SN,440
2012,2.3,SN,438
2012,2.4,SN,464
2012,2.5,SN,461
2012,2.6,SN,462
2012,2.7,SN,451
2012,2.8,SN,434
2012,2.9,SN,438
2012,3,SN,369
2012,3.1,SN,347
2012,3.2,SN,288
2012,3.3,SN,245
2012,3.4,SN,155
2012,3.5,SN,88
2012,3.6,SN,51
2012,3.7,SN,11
2012,3.8,SN,2
2012,3.9,SN,0
2012,4,SN,0
2012,1,ST,86
2012,1.1,ST,44
2012,1.2,ST,57
2012,1.3,ST,66
2012,1.4,ST,105
2012,1.5,ST,104
2012,1.6,ST,141
2012,1.7,ST,136
2012,1.8,ST,140
2012,1.9,ST,160
2012,2,ST,187
2012,2.1,ST,208
2012,2.2,ST,195
2012,2.3,ST,236
2012,2.4,ST,246
2012,2.5,ST,247
2012,2.6,ST,249
2012,2.7,ST,235
2012,2.8,ST,242
2012,2.9,ST,214
2012,3,ST,220
2012,3.1,ST,188
2012,3.2,ST,189
2012,3.3,ST,147
2012,3.4,ST,125
2012,3.5,ST,93
2012,3.6,ST,42
2012,3.7,ST,13
2012,3.8,ST,2
2012,3.9,ST,1
2012,4,ST,0
2012,1,TH,154
2012,1.1,TH,90
2012,1.2,TH,128
2012,1.3,TH,159
2012,1.4,TH,187
2012,1.5,TH,188
2012,1.6,TH,232
2012,1.7,TH,253
2012,1.8,TH,265
2012,1.9,TH,296
2012,2,TH,262
2012,2.1,TH,266
2012,2.2,TH,266
2012,2.3,TH,278
2012,2.4,TH,271
2012,2.5,TH,280
2012,2.6,TH,215
2012,2.7,TH,231
2012,2.8,TH,233
2012,2.9,TH,188
2012,3,TH,191
2012,3.1,TH,157
2012,3.2,TH,136
2012,3.3,TH,86
2012,3.4,TH,58
2012,3.5,TH,46
2012,3.6,TH,8
2012,3.7,TH,3
2012,3.8,TH,0
2012,3.9,TH,1
2012,4,TH,0
2013,1,BB,133
2013,1.1,BB,81
2013,1.2,BB,121
2013,1.3,BB,146
2013,1.4,BB,172
2013,1.5,BB,185
2013,1.6,BB,208
2013,1.7,BB,230
2013,1.8,BB,295
2013,1.9,BB,299
2013,2,BB,325
2013,2.1,BB,334
2013,2.2,BB,356
2013,2.3,BB,369
2013,2.4,BB,392
2013,2.5,BB,402
2013,2.6,BB,395
2013,2.7,BB,448
2013,2.8,BB,412
2013,2.9,BB,422
2013,3,BB,351
2013,3.1,BB,351
2013,3.2,BB,261
2013,3.3,BB,228
2013,3.4,BB,142
2013,3.5,BB,72
2013,3.6,BB,35
2013,3.7,BB,6
2013,3.8,BB,0
2013,3.9,BB,1
2013,4,BB,0
2013,1,BE,147
2013,1.1,BE,109
2013,1.2,BE,170
2013,1.3,BE,209
2013,1.4,BE,272
2013,1.5,BE,304
2013,1.6,BE,336
