Jahr,Note,Bundesland,Anzahl
2008,2.8,HE,1211
2008,2.9,HE,1130
2008,3,HE,1192
2008,3.1,HE,1088
2008,3.2,HE,975
2008,3.3,HE,748
2008,3.4,HE,542
2008,3.5,HE,400
2008,3.6,HE,191
2008,3.7,HE,66
2008,3.8,HE,16
2008,3.9,HE,0
2008,4,HE,0
2008,1,HH,55
2008,1.1,HH,44
2008,1.2,HH,59
2008,1.3,HH,77
2008,1.4,HH,96
2008,1.5,HH,121
2008,1.6,HH,141
2008,1.7,HH,181
2008,1.8,HH,179
2008,1.9,HH,175
2008,2,HH,220
2008,2.1,HH,260
2008,2.2,HH,242
2008,2.3,HH,305
2008,2.4,HH,274
2008,2.5,HH,337
2008,2.6,HH,367
2008,2.7,HH,329
2008,2.8,HH,372
2008,2.9,HH,346
2008,3,HH,376
2008,3.1,HH,304
2008,3.2,HH,294
2008,3.3,HH,241
2008,3.4,HH,179
2008,3.5,HH,156
2008,3.6,HH,91
2008,3.7,HH,28
2008,3.8,HH,7
2008,3.9,HH,0
2008,4,HH,0
2008,1,MV,52
2008,1.1,MV,36
2008,1.2,MV,56
2008,1.3,MV,75
2008,1.4,MV,74
2008,1.5,MV,99
2008,1.6,MV,144
2008,1.7,MV,151
2008,1.8,MV,193
2008,1.9,MV,186
2008,2,MV,197
2008,2.1,MV,252
2008,2.2,MV,256
2008,2.3,MV,269
2008,2.4,MV,259
2008,2.5,MV,277
2008,2.6,MV,255
2008,2.7,MV,258
2008,2.8,MV,257
2008,2.9,MV,205
2008,3,MV,183
2008,3.1,MV,165
2008,3.2,MV,169
2008,3.3,MV,105
2008,3.4,MV,75
2008,3.5,MV,41
2008,3.6,MV,21
2008,3.7,MV,2
2008,3.8,MV,1
2008,3.9,MV,0
2008,4,MV,0
2008,1,NI,115
2008,1.1,NI,82
2008,1.2,NI,145
2008,1.3,NI,217
2008,1.4,NI,246
2008,1.5,NI,327
2008,1.6,NI,420
2008,1.7,NI,505
2008,1.8,NI,599
2008,1.9,NI,705
2008,2,NI,764
2008,2.1,NI,840
2008,2.2,NI,1016
2008,2.3,NI,1124
2008,2.4,NI,1146
2008,2.5,NI,1292
2008,2.6,NI,1415
2008,2.7,NI,1456
2008,2.8,NI,1576
2008,2.9,NI,1545
2008,3,NI,1645
2008,3.1,NI,1646
2008,3.2,NI,1716
2008,3.3,NI,1491
2008,3.4,NI,1290
2008,3.5,NI,1059
2008,3.6,NI,693
2008,3.7,NI,306
2008,3.8,NI,73
2008,3.9,NI,4
2008,4,NI,0
2008,1,NW,522
2008,1.1,NW,417
2008,1.2,NW,587
2008,1.3,NW,797
2008,1.4,NW,924
2008,1.5,NW,1206
2008,1.6,NW,1391
2008,1.7,NW,1650
2008,1.8,NW,1896
2008,1.9,NW,2099
2008,2,NW,2342
2008,2.1,NW,2528
2008,2.2,NW,2830
2008,2.3,NW,2997
2008,2.4,NW,3060
2008,2.5,NW,3376
2008,2.6,NW,3707
2008,2.7,NW,3699
2008,2.8,NW,3973
2008,2.9,NW,3971
2008,3,NW,3994
2008,3.1,NW,4110
2008,3.2,NW,4131
2008,3.3,NW,3822
2008,3.4,NW,2999
2008,3.5,NW,2791
2008,3.6,NW,1865
2008,3.7,NW,1017
2008,3.8,NW,261
2008,3.9,NW,45
2008,4,NW,13
2008,1,RP,120
2008,1.1,RP,76
2008,1.2,RP,108
2008,1.3,RP,155
2008,1.4,RP,184
2008,1.5,RP,224
2008,1.6,RP,283
2008,1.7,RP,339
2008,1.8,RP,374
2008,1.9,RP,389
2008,2,RP,602
2008,2.1,RP,528
2008,2.2,RP,611
2008,2.3,RP,698
2008,2.4,RP,647
2008,2.5,RP,750
2008,2.6,RP,830
2008,2.7,RP,846
2008,2.8,RP,894
2008,2.9,RP,834
2008,3,RP,1031
2008,3.1,RP,832
2008,3.2,RP,842
2008,3.3,RP,850
2008,3.4,RP,567
2008,3.5,RP,504
2008,3.6,RP,311
2008,3.7,RP,145
2008,3.8,RP,41
2008,3.9,RP,9
2008,4,RP,26
2008,1,SH,45
2008,1.1,SH,26
2008,1.2,SH,72
2008,1.3,SH,91
2008,1.4,SH,127
2008,1.5,SH,172
2008,1.6,SH,197
2008,1.7,SH,205
2008,1.8,SH,246
2008,1.9,SH,319
2008,2,SH,348
2008,2.1,SH,401
2008,2.2,SH,486
2008,2.3,SH,529
2008,2.4,SH,460
2008,2.5,SH,614
2008,2.6,SH,592
2008,2.7,SH,647
2008,2.8,SH,668
2008,2.9,SH,598
2008,3,SH,640
2008,3.1,SH,662
2008,3.2,SH,545
2008,3.3,SH,491
2008,3.4,SH,347
2008,3.5,SH,277
2008,3.6,SH,139
2008,3.7,SH,72
2008,3.8,SH,17
2008,3.9,SH,2
2008,4,SH,0
2008,1,SL,42
2008,1.1,SL,22
2008,1.2,SL,35
2008,1.3,SL,45
2008,1.4,SL,51
2008,1.5,SL,70
2008,1.6,SL,81
2008,1.7,SL,78
2008,1.8,SL,109
2008,1.9,SL,114
2008,2,SL,104
2008,2.1,SL,148
2008,2.2,SL,145
2008,2.3,SL,136
2008,2.4,SL,168
2008,2.5,SL,156
2008,2.6,SL,185
2008,2.7,SL,152
2008,2.8,SL,185
2008,2.9,SL,184
2008,3,SL,158
2008,3.1,SL,146
2008,3.2,SL,152
2008,3.3,SL,140
2008,3.4,SL,94
2008,3.5,SL,78
2008,3.6,SL,37
2008,3.7,SL,13
2008,3.8,SL,1
2008,3.9,SL,0
2008,4,SL,0
2008,1,SN,154
2008,1.1,SN,119
2008,1.2,SN,181
2008,1.3,SN,253
2008,1.4,SN,278
2008,1.5,SN,378
2008,1.6,SN,408
2008,1.7,SN,525
2008,1.8,SN,567
2008,1.9,SN,668
2008,2,SN,679
2008,2.1,SN,790
2008,2.2,SN,820
2008,2.3,SN,835
2008,2.4,SN,822
2008,2.5,SN,927
2008,2.6,SN,924
2008,2.7,SN,917
2008,2.8,SN,913
2008,2.9,SN,896
2008,3,SN,925
2008,3.1,SN,825
2008,3.2,SN,751
2008,3.3,SN,568
2008,3.4,SN,367
2008,3.5,SN,202
2008,3.6,SN,67
2008,3.7,SN,15
2008,3.8,SN,0
2008,3.9,SN,0
2008,4,SN,0
2008,1,ST,77
2008,1.1,ST,65
2008,1.2,ST,86
2008,1.3,ST,111
2008,1.4,ST,149
2008,1.5,ST,192
2008,1.6,ST,222
2008,1.7,ST,245
2008,1.8,ST,304
2008,1.9,ST,286
2008,2,ST,365
2008,2.1,ST,386
2008,2.2,ST,403
2008,2.3,ST,427
2008,2.4,ST,442
2008,2.5,ST,465
2008,2.6,ST,496
2008,2.7,ST,560
2008,2.8,ST,557
2008,2.9,ST,530
2008,3,ST,562
2008,3.1,ST,555
2008,3.2,ST,495
2008,3.3,ST,420
2008,3.4,ST,304
2008,3.5,ST,189
2008,3.6,ST,86
2008,3.7,ST,19
2008,3.8,ST,4
2008,3.9,ST,0
2008,4,ST,0
2008,1,TH,160
2008,1.1,TH,121
2008,1.2,TH,185
2008,1.3,TH,214
2008,1.4,TH,238
2008,1.5,TH,322
2008,1.6,TH,336
2008,1.7,TH,398
2008,1.8,TH,443
2008,1.9,TH,467
2008,2,TH,508
2008,2.1,TH,510
2008,2.2,TH,516
2008,2.3,TH,514
2008,2.4,TH,534
2008,2.5,TH,508
2008,2.6,TH,551
2008,2.7,TH,541
2008,2.8,TH,486
2008,2.9,TH,440
2008,3,TH,410
2008,3.1,TH,366
2008,3.2,TH,341
2008,3.3,TH,253
2008,3.4,TH,187
2008,3.5,TH,122
2008,3.6,TH,66
2008,3.7,TH,15
2008,3.8,TH,1
2008,3.9,TH,0
2008,4,TH,0
2009,1,BB,171
2009,1.1,BB,125
2009,1.2,BB,209
2009,1.3,BB,268
2009,1.4,BB,278
2009,1.5,BB,360
2009,1.6,BB,429
2009,1.7,BB,424
2009,1.8,BB,489
2009,1.9,BB,514
2009,2,BB,578
2009,2.1,BB,604
2009,2.2,BB,624
2009,2.3,BB,695
2009,2.4,BB,693
2009,2.5,BB,705
2009,2.6,BB,734
2009,2.7,BB,754
2009,2.8,BB,743
2009,2.9,BB,622
2009,3,BB,615
2009,3.1,BB,576
2009,3.2,BB,530
2009,3.3,BB,423
2009,3.4,BB,283
2009,3.5,BB,198
2009,3.6,BB,69
2009,3.7,BB,30
2009,3.8,BB,7
2009,3.9,BB,1
2009,4,BB,0
2009,1,BE,112
2009,1.1,BE,92
2009,1.2,BE,108
2009,1.3,BE,171
2009,1.4,BE,234
2009,1.5,BE,308
2009,1.6,BE,325
2009,1.7,BE,383
2009,1.8,BE,443
2009,1.9,BE,496
2009,2,BE,497
2009,2.1,BE,615
2009,2.2,BE,584
2009,2.3,BE,733
2009,2.4,BE,714
2009,2.5,BE,889
2009,2.6,BE,845
2009,2.7,BE,757
2009,2.8,BE,829
2009,2.9,BE,810
2009,3,BE,760
2009,3.1,BE,782
2009,3.2,BE,641
2009,3.3,BE,576
2009,3.4,BE,421
2009,3.5,BE,244
2009,3.6,BE,137
2009,3.7,BE,42
2009,3.8,BE,7
2009,3.9,BE,0
2009,4,BE,0
2009,1,BW,822
2009,1.1,BW,484
2009,1.2,BW,686
2009,1.3,BW,842
2009,1.4,BW,986
2009,1.5,BW,1290
2009,1.6,BW,1412
2009,1.7,BW,1580
2009,1.8,BW,1785
2009,1.9,BW,1841
2009,2,BW,2019
2009,2.1,BW,2204
2009,2.2,BW,2376
2009,2.3,BW,2493
2009,2.4,BW,2419
2009,2.5,BW,2525
2009,2.6,BW,2562
2009,2.7,BW,2533
2009,2.8,BW,2455
2009,2.9,BW,2215
2009,3,BW,2109
2009,3.1,BW,1936
2009,3.2,BW,1693
2009,3.3,BW,1428
2009,3.4,BW,1042
2009,3.5,BW,749
2009,3.6,BW,419
2009,3.7,BW,138
2009,3.8,BW,32
2009,3.9,BW,5
2009,4,BW,0
2009,1,BY,353
2009,1.1,BY,299
2009,1.2,BY,402
2009,1.3,BY,535
2009,1.4,BY,712
2009,1.5,BY,872
2009,1.6,BY,1023
2009,1.7,BY,1183
2009,1.8,BY,1389
2009,1.9,BY,1582
2009,2,BY,1666
2009,2.1,BY,1880
2009,2.2,BY,2082
2009,2.3,BY,2018
2009,2.4,BY,2081
2009,2.5,BY,2132
2009,2.6,BY,2188
2009,2.7,BY,2173
2009,2.8,BY,2067
2009,2.9,BY,1887
2009,3,BY,1636
2009,3.1,BY,1537
2009,3.2,BY,1291
2009,3.3,BY,1088
2009,3.4,BY,749
2009,3.5,BY,641
2009,3.6,BY,336
2009,3.7,BY,168
2009,3.8,BY,41
2009,3.9,BY,9
2009,4,BY,5
2009,1,HB,42
2009,1.1,HB,29
2009,1.2,HB,48
2009,1.3,HB,54
2009,1.4,HB,56
2009,1.5,HB,73
2009,1.6,HB,68
2009,1.7,HB,95
2009,1.8,HB,105
2009,1.9,HB,104
2009,2,HB,101
2009,2.1,HB,149
2009,2.2,HB,115
2009,2.3,HB,124
2009,2.4,HB,137
2009,2.5,HB,121
2009,2.6,HB,128
2009,2.7,HB,130
2009,2.8,HB,171
2009,2.9,HB,148
2009,3,HB,161
2009,3.1,HB,143
2009,3.2,HB,119
2009,3.3,HB,112
2009,3.4,HB,73
2009,3.5,HB,64
2009,3.6,HB,39
2009,3.7,HB,14
2009,3.8,HB,8
2009,3.9,HB,0
2009,4,HB,2
2009,1,HE,267
2009,1.1,HE,161
2009,1.2,HE,235
2009,1.3,HE,329
2009,1.4,HE,366
2009,1.5,HE,490
2009,1.6,HE,596
2009,1.7,HE,668
2009,1.8,HE,755
2009,1.9,HE,785
2009,2,HE,880
2009,2.1,HE,988
2009,2.2,HE,1046
2009,2.3,HE,1079
2009,2.4,HE,1097
2009,2.5,HE,1223
2009,2.6,HE,1239
2009,2.7,HE,1245
2009,2.8,HE,1189
2009,2.9,HE,1105
2009,3,HE,1155
2009,3.1,HE,1059
2009,3.2,HE,945
2009,3.3,HE,740
2009,3.4,HE,526
2009,3.5,HE,388
2009,3.6,HE,184
2009,3.7,HE,62
2009,3.8,HE,16
2009,3.9,HE,0
2009,4,HE,0
2009,1,HH,81
2009,1.1,HH,44
2009,1.2,HH,92
2009,1.3,HH,99
2009,1.4,HH,125
2009,1.5,HH,164
2009,1.6,HH,186
2009,1.7,HH,214
2009,1.8,HH,246
2009,1.9,HH,269
2009,2,HH,308
2009,2.1,HH,341
2009,2.2,HH,363
2009,2.3,HH,383
2009,2.4,HH,406
2009,2.5,HH,375
2009,2.6,HH,434
2009,2.7,HH,439
2009,2.8,HH,462
2009,2.9,HH,416
2009,3,HH,378
2009,3.1,HH,383
2009,3.2,HH,362
2009,3.3,HH,292
2009,3.4,HH,247
2009,3.5,HH,181
2009,3.6,HH,103
2009,3.7,HH,61
2009,3.8,HH,10
2009,3.9,HH,0
2009,4,HH,0
2009,1,MV,47
2009,1.1,MV,35
2009,1.2,MV,40
2009,1.3,MV,65
2009,1.4,MV,61
2009,1.5,MV,85
2009,1.6,MV,92
2009,1.7,MV,116
2009,1.8,MV,138
2009,1.9,MV,143
2009,2,MV,159
2009,2.1,MV,154
2009,2.2,MV,160
2009,2.3,MV,180
2009,2.4,MV,160
2009,2.5,MV,190
2009,2.6,MV,197
2009,2.7,MV,186
2009,2.8,MV,177
2009,2.9,MV,149
2009,3,MV,152
2009,3.1,MV,128
2009,3.2,MV,104
2009,3.3,MV,75
2009,3.4,MV,45
2009,3.5,MV,35
2009,3.6,MV,11
2009,3.7,MV,3
2009,3.8,MV,0
2009,3.9,MV,0
2009,4,MV,0
2009,1,NI,128
2009,1.1,NI,126
2009,1.2,NI,197
2009,1.3,NI,268
2009,1.4,NI,341
2009,1.5,NI,379
2009,1.6,NI,481
2009,1.7,NI,578
2009,1.8,NI,700
2009,1.9,NI,822
2009,2,NI,853
2009,2.1,NI,967
2009,2.2,NI,1123
2009,2.3,NI,1258
2009,2.4,NI,1315
2009,2.5,NI,1438
2009,2.6,NI,1593
2009,2.7,NI,1645
2009,2.8,NI,1791
2009,2.9,NI,1807
2009,3,NI,1736
2009,3.1,NI,1822
2009,3.2,NI,1676
2009,3.3,NI,1578
2009,3.4,NI,1305
2009,3.5,NI,951
2009,3.6,NI,572
2009,3.7,NI,229
2009,3.8,NI,36
2009,3.9,NI,1
2009,4,NI,0
2009,1,NW,698
2009,1.1,NW,551
2009,1.2,NW,745
2009,1.3,NW,950
2009,1.4,NW,1157
2009,1.5,NW,1404
2009,1.6,NW,1618
2009,1.7,NW,1807
2009,1.8,NW,2088
2009,1.9,NW,2195
2009,2,NW,2428
2009,2.1,NW,2702
2009,2.2,NW,3042
2009,2.3,NW,3357
2009,2.4,NW,3125
2009,2.5,NW,3671
2009,2.6,NW,3760
2009,2.7,NW,3998
2009,2.8,NW,3926
2009,2.9,NW,3927
2009,3,NW,3893
2009,3.1,NW,4040
2009,3.2,NW,3878
2009,3.3,NW,3643
2009,3.4,NW,3074
2009,3.5,NW,2592
2009,3.6,NW,1835
2009,3.7,NW,911
2009,3.8,NW,261
2009,3.9,NW,27
2009,4,NW,10
2009,1,RP,129
2009,1.1,RP,87
2009,1.2,RP,106
2009,1.3,RP,158
2009,1.4,RP,170
2009,1.5,RP,250
2009,1.6,RP,329
2009,1.7,RP,358
2009,1.8,RP,417
2009,1.9,RP,440
2009,2,RP,527
2009,2.1,RP,622
2009,2.2,RP,651
2009,2.3,RP,667
2009,2.4,RP,670
2009,2.5,RP,784
2009,2.6,RP,845
2009,2.7,RP,827
2009,2.8,RP,873
2009,2.9,RP,848
2009,3,RP,949
2009,3.1,RP,903
2009,3.2,RP,861
2009,3.3,RP,786
2009,3.4,RP,604
2009,3.5,RP,553
2009,3.6,RP,325
2009,3.7,RP,130
2009,3.8,RP,32
2009,3.9,RP,3
2009,4,RP,5
2009,1,SH,59
2009,1.1,SH,76
2009,1.2,SH,70
2009,1.3,SH,102
2009,1.4,SH,125
2009,1.5,SH,173
2009,1.6,SH,210
2009,1.7,SH,257
2009,1.8,SH,284
2009,1.9,SH,362
2009,2,SH,361
2009,2.1,SH,467
2009,2.2,SH,484
2009,2.3,SH,557
2009,2.4,SH,538
2009,2.5,SH,527
2009,2.6,SH,658
2009,2.7,SH,709
2009,2.8,SH,736
2009,2.9,SH,652
2009,3,SH,645
2009,3.1,SH,615
2009,3.2,SH,605
2009,3.3,SH,506
2009,3.4,SH,358
2009,3.5,SH,250
2009,3.6,SH,151
2009,3.7,SH,67
2009,3.8,SH,19
2009,3.9,SH,3
2009,4,SH,0
2009,1,SL,82
2009,1.1,SL,66
2009,1.2,SL,62
2009,1.3,SL,109
2009,1.4,SL,101
2009,1.5,SL,126
2009,1.6,SL,164
2009,1.7,SL,179
2009,1.8,SL,201
2009,1.9,SL,185
2009,2,SL,262
2009,2.1,SL,246
2009,2.2,SL,264
2009,2.3,SL,310
2009,2.4,SL,296
2009,2.5,SL,317
2009,2.6,SL,334
2009,2.7,SL,361
2009,2.8,SL,330
2009,2.9,SL,318
2009,3,SL,312
2009,3.1,SL,328
2009,3.2,SL,282
2009,3.3,SL,232
2009,3.4,SL,205
2009,3.5,SL,141
2009,3.6,SL,87
2009,3.7,SL,42
2009,3.8,SL,8
2009,3.9,SL,0
2009,4,SL,0
2009,1,SN,118
2009,1.1,SN,87
2009,1.2,SN,142
2009,1.3,SN,189
2009,1.4,SN,232
2009,1.5,SN,297
2009,1.6,SN,359
2009,1.7,SN,436
2009,1.8,SN,518
2009,1.9,SN,540
2009,2,SN,591
2009,2.1,SN,659
2009,2.2,SN,680
2009,2.3,SN,697
2009,2.4,SN,732
2009,2.5,SN,861
2009,2.6,SN,821
2009,2.7,SN,840
2009,2.8,SN,883
2009,2.9,SN,803
2009,3,SN,824
2009,3.1,SN,791
2009,3.2,SN,659
2009,3.3,SN,531
2009,3.4,SN,366
2009,3.5,SN,218
2009,3.6,SN,79
2009,3.7,SN,11
2009,3.8,SN,1
2009,3.9,SN,0
2009,4,SN,2
2009,1,ST,63
2009,1.1,ST,48
2009,1.2,ST,95
2009,1.3,ST,118
2009,1.4,ST,121
2009,1.5,ST,131
2009,1.6,ST,189
2009,1.7,ST,212
2009,1.8,ST,207
2009,1.9,ST,262
2009,2,ST,269
2009,2.1,ST,300
2009,2.2,ST,335
2009,2.3,ST,352
2009,2.4,ST,373
2009,2.5,ST,406
2009,2.6,ST,420
2009,2.7,ST,407
2009,2.8,ST,461
2009,2.9,ST,447
2009,3,ST,414
2009,3.1,ST,428
2009,3.2,ST,388
2009,3.3,ST,320
2009,3.4,ST,248
2009,3.5,ST,190
2009,3.6,ST,77
2009,3.7,ST,26
2009,3.8,ST,7
2009,3.9,ST,0
2009,4,ST,0
2009,1,TH,172
2009,1.1,TH,91
2009,1.2,TH,148
2009,1.3,TH,197
2009,1.4,TH,235
2009,1.5,TH,281
2009,1.6,TH,341
2009,1.7,TH,406
2009,1.8,TH,372
2009,1.9,TH,392
2009,2,TH,414
2009,2.1,TH,452
2009,2.2,TH,471
2009,2.3,TH,466
2009,2.4,TH,450
2009,2.5,TH,492
2009,2.6,TH,479
2009,2.7,TH,466
2009,2.8,TH,427
2009,2.9,TH,411
2009,3,TH,367
2009,3.1,TH,321
2009,3.2,TH,263
2009,3.3,TH,201
2009,3.4,TH,156
2009,3.5,TH,97
2009,3.6,TH,42
2009,3.7,TH,15
2009,3.8,TH,1
2009,3.9,TH,0
2009,4,TH,0
2010,1,BB,156
2010,1.1,BB,125
2010,1.2,BB,145
2010,1.3,BB,190
2010,1.4,BB,236
2010,1.5,BB,323
2010,1.6,BB,284
2010,1.7,BB,350
2010,1.8,BB,348
2010,1.9,BB,400
2010,2,BB,474
2010,2.1,BB,448
2010,2.2,BB,489
2010,2.3,BB,476
2010,2.4,BB,527
2010,2.5,BB,515
2010,2.6,BB,555
2010,2.7,BB,545
2010,2.8,BB,546
2010,2.9,BB,518
2010,3,BB,545
2010,3.1,BB,444
2010,3.2,BB,413
2010,3.3,BB,378
2010,3.4,BB,238
2010,3.5,BB,160
2010,3.6,BB,65
2010,3.7,BB,18
2010,3.8,BB,4
2010,3.9,BB,1
2010,4,BB,0
2010,1,BE,125
2010,1.1,BE,96
2010,1.2,BE,126
2010,1.3,BE,211
2010,1.4,BE,225
2010,1.5,BE,254
2010,1.6,BE,330
2010,1.7,BE,378
2010,1.8,BE,446
2010,1.9,BE,482
2010,2,BE,528
2010,2.1,BE,584
2010,2.2,BE,707
2010,2.3,BE,657
2010,2.4,BE,706
2010,2.5,BE,770
2010,2.6,BE,790
2010,2.7,BE,814
2010,2.8,BE,770
2010,2.9,BE,790
2010,3,BE,700
2010,3.1,BE,670
2010,3.2,BE,590
2010,3.3,BE,507
2010,3.4,BE,341
2010,3.5,BE,209
2010,3.6,BE,113
2010,3.7,BE,30
2010,3.8,BE,6
2010,3.9,BE,0
2010,4,BE,0
2010,1,BW,591
2010,1.1,BW,371
2010,1.2,BW,555
2010,1.3,BW,722
2010,1.4,BW,942
2010,1.5,BW,1141
2010,1.6,BW,1252
2010,1.7,BW,1514
2010,1.8,BW,1716
2010,1.9,BW,1983
2010,2,BW,2008
2010,2.1,BW,2186
2010,2.2,BW,2448
2010,2.3,BW,2490
2010,2.4,BW,2547
2010,2.5,BW,2708
2010,2.6,BW,2636
2010,2.7,BW,2614
2010,2.8,BW,2575
2010,2.9,BW,2536
2010,3,BW,2318
2010,3.1,BW,2261
2010,3.2,BW,1900
2010,3.3,BW,1587
2010,3.4,BW,1213
2010,3.5,BW,851
2010,3.6,BW,447
2010,3.7,BW,142
2010,3.8,BW,19
2010,3.9,BW,3
2010,4,BW,1
2010,1,BY,353
2010,1.1,BY,343
2010,1.2,BY,446
2010,1.3,BY,665
2010,1.4,BY,747
2010,1.5,BY,963
2010,1.6,BY,1106
2010,1.7,BY,1362
2010,1.8,BY,1581
2010,1.9,BY,1720
2010,2,BY,1863
2010,2.1,BY,2040
2010,2.2,BY,2251
2010,2.3,BY,2258
2010,2.4,BY,2215
2010,2.5,BY,2430
2010,2.6,BY,2304
2010,2.7,BY,2282
2010,2.8,BY,2167
2010,2.9,BY,2015
2010,3,BY,1655
2010,3.1,BY,1614
2010,3.2,BY,1369
2010,3.3,BY,1070
2010,3.4,BY,809
2010,3.5,BY,639
2010,3.6,BY,359
2010,3.7,BY,164
2010,3.8,BY,36
2010,3.9,BY,6
2010,4,BY,8
2010,1,HB,31
2010,1.1,HB,20
2010,1.2,HB,40
2010,1.3,HB,57
2010,1.4,HB,77
2010,1.5,HB,90
2010,1.6,HB,80
2010,1.7,HB,100
2010,1.8,HB,104
2010,1.9,HB,114
2010,2,HB,110
2010,2.1,HB,120
2010,2.2,HB,156
2010,2.3,HB,148
2010,2.4,HB,136
2010,2.5,HB,158
2010,2.6,HB,137
2010,2.7,HB,157
2010,2.8,HB,164
2010,2.9,HB,151
2010,3,HB,156
2010,3.1,HB,139
2010,3.2,HB,139
2010,3.3,HB,127
2010,3.4,HB,69
2010,3.5,HB,66
2010,3.6,HB,36
2010,3.7,HB,15
2010,3.8,HB,5
2010,3.9,HB,1
2010,4,HB,1
2010,1,HE,281
2010,1.1,HE,221
2010,1.2,HE,294
2010,1.3,HE,403
2010,1.4,HE,423
2010,1.5,HE,531
2010,1.6,HE,611
2010,1.7,HE,704
2010,1.8,HE,798
2010,1.9,HE,836
2010,2,HE,917
2010,2.1,HE,1056
2010,2.2,HE,1168
2010,2.3,HE,1237
2010,2.4,HE,1226
2010,2.5,HE,1274
2010,2.6,HE,1381
2010,2.7,HE,1342
2010,2.8,HE,1274
2010,2.9,HE,1200
2010,3,HE,1221
2010,3.1,HE,1086
2010,3.2,HE,974
2010,3.3,HE,819
2010,3.4,HE,594
2010,3.5,HE,408
2010,3.6,HE,195
2010,3.7,HE,69
2010,3.8,HE,11
2010,3.9,HE,0
2010,4,HE,0
2010,1,HH,141
2010,1.1,HH,111
2010,1.2,HH,148
2010,1.3,HH,190
2010,1.4,HH,241
2010,1.5,HH,317
2010,1.6,HH,330
2010,1.7,HH,365
2010,1.8,HH,427
2010,1.9,HH,507
2010,2,HH,505
2010,2.1,HH,532
2010,2.2,HH,599
2010,2.3,HH,667
2010,2.4,HH,624
2010,2.5,HH,693
2010,2.6,HH,743
2010,2.7,HH,709
2010,2.8,HH,735
2010,2.9,HH,614
2010,3,HH,713
2010,3.1,HH,663
2010,3.2,HH,613
2010,3.3,HH,540
2010,3.4,HH,412
2010,3.5,HH,313
2010,3.6,HH,198
2010,3.7,HH,64
2010,3.8,HH,15
2010,3.9,HH,4
2010,4,HH,0
2010,1,MV,63
2010,1.1,MV,49
2010,1.2,MV,58
2010,1.3,MV,97
2010,1.4,MV,101
2010,1.5,MV,125
2010,1.6,MV,157
2010,1.7,MV,174
2010,1.8,MV,214
2010,1.9,MV,230
2010,2,MV,276
2010,2.1,MV,264
2010,2.2,MV,276
2010,2.3,MV,323
2010,2.4,MV,293
2010,2.5,MV,324
2010,2.6,MV,345
2010,2.7,MV,323
2010,2.8,MV,338
2010,2.9,MV,306
2010,3,MV,310
2010,3.1,MV,245
2010,3.2,MV,250
2010,3.3,MV,189
2010,3.4,MV,127
2010,3.5,MV,84
2010,3.6,MV,29
2010,3.7,MV,11
2010,3.8,MV,0
2010,3.9,MV,0
2010,4,MV,0
2010,1,NI,193
2010,1.1,NI,150
2010,1.2,NI,220
2010,1.3,NI,329
2010,1.4,NI,387
2010,1.5,NI,481
2010,1.6,NI,583
2010,1.7,NI,718
2010,1.8,NI,853
2010,1.9,NI,898
2010,2,NI,955
2010,2.1,NI,1075
2010,2.2,NI,1213
2010,2.3,NI,1338
2010,2.4,NI,1465
2010,2.5,NI,1617
2010,2.6,NI,1706
2010,2.7,NI,1782
2010,2.8,NI,1871
2010,2.9,NI,1978
2010,3,NI,1921
2010,3.1,NI,1924
2010,3.2,NI,1812
2010,3.3,NI,1609
2010,3.4,NI,1381
2010,3.5,NI,992
2010,3.6,NI,580
2010,3.7,NI,224
2010,3.8,NI,39
2010,3.9,NI,2
2010,4,NI,0
2010,1,NW,763
2010,1.1,NW,603
2010,1.2,NW,847
2010,1.3,NW,1059
2010,1.4,NW,1198
2010,1.5,NW,1521
2010,1.6,NW,1789
2010,1.7,NW,2070
2010,1.8,NW,2270
2010,1.9,NW,2467
2010,2,NW,2594
2010,2.1,NW,2967
2010,2.2,NW,3231
2010,2.3,NW,3453
2010,2.4,NW,3595
2010,2.5,NW,3891
2010,2.6,NW,4018
2010,2.7,NW,4020
2010,2.8,NW,4254
2010,2.9,NW,4291
2010,3,NW,4102
2010,3.1,NW,4169
2010,3.2,NW,3987
2010,3.3,NW,3638
2010,3.4,NW,2881
2010,3.5,NW,2601
2010,3.6,NW,1656
2010,3.7,NW,840
2010,3.8,NW,239
2010,3.9,NW,23
2010,4,NW,12
2010,1,RP,130
2010,1.1,RP,144
2010,1.2,RP,128
2010,1.3,RP,159
2010,1.4,RP,209
2010,1.5,RP,298
2010,1.6,RP,324
2010,1.7,RP,394
2010,1.8,RP,457
2010,1.9,RP,451
2010,2,RP,578
2010,2.1,RP,564
2010,2.2,RP,694
2010,2.3,RP,706
2010,2.4,RP,700
2010,2.5,RP,804
2010,2.6,RP,858
2010,2.7,RP,935
2010,2.8,RP,953
2010,2.9,RP,904
2010,3,RP,964
2010,3.1,RP,926
2010,3.2,RP,925
2010,3.3,RP,794
2010,3.4,RP,712
2010,3.5,RP,501
2010,3.6,RP,305
2010,3.7,RP,139
2010,3.8,RP,36
2010,3.9,RP,3
2010,4,RP,15
2010,1,SH,56
2010,1.1,SH,49
2010,1.2,SH,51
2010,1.3,SH,110
2010,1.4,SH,128
2010,1.5,SH,161
2010,1.6,SH,183
2010,1.7,SH,256
2010,1.8,SH,281
2010,1.9,SH,271
2010,2,SH,413
2010,2.1,SH,385
